,Ponto de Bezier,A - Coordenada X,A - Coordenada Y,AoA,Reynolds,CL,CD
1170,4,-0.0741,-0.0197,0.3,4302165.19,-0.043,0.00622
1171,3,0.1119,-0.0656,-4.76,2288495.43,-0.5961,0.00822
1172,3,-0.0271,-0.0494,3.84,653176.73,0.4123,0.00665
1173,4,-0.0894,0.0092,8.09,498902.37,0.8038,0.03871
1174,3,0.0471,-0.0776,-1.97,4680664.56,-0.3093,0.00625
1175,4,-0.0479,0.0066,-0.7,4462155.08,-0.0409,0.00761
1176,2,0.0583,0.0408,-4.84,2246716.89,-0.47,0.00923
1177,2,-0.1939,-0.0322,2.93,2257686.9,0.2528,0.00884
1178,3,-0.0153,-0.0723,2.42,798041.42,0.198,0.00746
1179,2,0.1872,0.0362,1.03,4324074.38,0.1503,0.00862
1180,4,-0.1285,-0.0724,-1.09,4088451.52,-0.4134,0.0073
1181,4,-0.1713,-0.0085,4.49,3258552.18,0.4944,0.00667
1182,2,0.1165,0.0601,8.65,3107115.41,1.0878,0.01709
1183,4,-0.1878,0.0029,0.25,4070878.65,0.0673,0.0071
1184,4,-0.0859,-0.0709,1.09,3220311.24,-0.1739,0.0073
1185,4,-0.0069,-0.0216,-3.59,4569155.07,-0.4824,0.00581
1186,3,0.0337,-0.0773,4.66,1846201.74,0.4504,0.00779
1187,4,-0.0786,-0.0842,-11.22,693888.2,-1.0112,0.03508
1188,4,-0.1797,-0.049,4.07,1856227.04,0.2762,0.01001
1189,3,0.1436,-0.0885,6.74,3881230.26,0.6838,0.00926
1190,3,-0.0692,-0.0824,13.86,853125.21,1.2785,0.01719
1191,2,0.1028,0.081,3.82,3627637.47,0.6255,0.00752
1192,4,-0.0053,0.0089,6.81,938183.41,0.7147,0.03234
1193,2,0.0506,0.066,-6.97,4854180.79,-0.6707,0.00823
1194,4,0.0241,-0.0843,5.73,3283149.77,0.1999,0.00833
1195,3,-0.137,-0.0493,-10.5,3792405.69,-1.1401,0.01881
1196,2,-0.0631,-0.0258,1.34,827699.78,0.1035,0.00988
1197,4,-0.1666,0.0091,7.88,1920222.6,0.9243,0.01035
1198,4,-0.1088,0.008,-3.63,2599382.39,-0.3389,0.00586
1199,3,-0.0375,-0.0675,19.63,2892592.62,1.6299,0.02347
1200,4,-0.0987,-0.0534,-8.12,2167505.45,-1.0776,0.01204
1201,4,-0.0583,-0.0419,6.83,4783382.04,0.5796,0.00831
1202,4,-0.0894,0.0353,-11.88,3901853.99,-1.1102,0.01542
1203,1,-0.0655,-0.0297,-1.03,1086571.92,-0.2678,0.04663
1204,3,0.1948,-0.0857,18.3,2443589.17,1.402,0.03099
1205,3,-0.0753,0.0546,-4.62,3959506.03,-0.4305,0.01476
1206,4,-0.027,0.0026,6.95,635362.83,0.7238,0.02984
1207,3,-0.0903,-0.0227,-2.84,3936657.81,-0.3372,0.00638
1208,4,-0.1191,0.0482,0.24,1081926.65,0.2412,0.00651
1209,3,-0.0023,0.0109,-3.48,3466650.89,-0.3664,0.00698
1210,4,-0.1254,0.0853,1.29,3053783.49,0.4835,0.00632
1211,3,-0.0605,-0.0675,12.04,803432.1,1.1899,0.01429
1212,3,-0.0051,-0.0878,4.5,308558.72,0.4341,0.00916
1213,3,-0.168,0.0595,-1.13,4892222.38,-0.0805,0.00964
1214,4,-0.0172,-0.0502,0.3,4173881.63,-0.2,0.00655
1215,4,-0.0598,0.0477,-9.4,3188459.07,-0.8064,0.01404
1216,1,0.1113,-0.0096,-9.13,1311620.85,-0.6276,0.06943
1217,3,0.1275,-0.0699,7.4,3306837.27,0.7712,0.00939
1218,4,0.0527,0.0742,-10.76,361114.45,-0.4029,0.12117
1219,2,0.1371,0.053,-2.05,1898190.27,-0.1468,0.00966
1220,3,-0.1755,0.0212,-3.55,1872458.86,-0.3551,0.01815
1221,2,-0.0005,0.0739,-8.44,278121.83,-0.7626,0.01601
1222,4,-0.1641,0.0078,1.25,1446923.15,0.1877,0.0062
1223,2,-0.0377,0.0187,-8.43,457391.7,-0.874,0.01184
1224,2,0.1551,0.0333,4.55,2606499.41,0.549,0.00976
1225,2,0.0294,0.0714,12.4,551509.36,0.3882,0.17873
1226,2,0.0074,0.0847,-9.47,3102450.21,-0.9074,0.00923
1227,3,0.157,-0.0526,5.64,583173.5,0.6083,0.01204
1228,3,0.1113,-0.0702,1.32,466967.71,0.0979,0.00921
1229,4,0.07,0.0582,5.11,3327876.6,0.8014,0.00833
1230,2,-0.0375,0.0851,-3.15,1700375.42,-0.156,0.00876
1231,2,0.0072,0.0585,13.52,4922707.21,0.7524,0.11748
1232,4,0.1292,0.0272,6.21,3731176.94,0.7614,0.00755
1233,4,-0.1358,0.0268,7.64,1030184.22,0.9357,0.01433
1234,4,-0.0717,0.0106,-1.47,4535677.12,-0.1072,0.00733
1235,2,0.1143,0.0327,-10.63,4012793.0,-1.1212,0.01212
1236,2,0.046,0.0271,3.67,771362.51,0.4862,0.00858
1237,3,-0.0885,-0.0845,1.33,3116750.92,0.0535,0.0068
1238,3,0.0129,-0.0565,14.01,4868010.28,1.4552,0.01219
1239,3,0.1672,-0.0807,3.61,4403570.79,0.34,0.00784
1240,4,0.1349,-0.0093,-1.96,2145729.23,-0.2812,0.00707
1241,2,-0.0177,0.0488,4.1,296466.31,0.3573,0.07325
1242,4,-0.0972,-0.0783,-3.24,3208614.8,-0.6758,0.00575
1243,2,0.1347,0.0597,3.52,2917317.8,0.5119,0.00651
1244,1,-0.0446,-0.0175,-2.1,1385719.42,-0.3605,0.00957
1245,4,-0.1697,-0.0636,10.78,1452369.01,0.8958,0.02091
1246,3,-0.0215,-0.0891,16.3,1178640.51,1.4473,0.01874
1247,2,-0.0086,0.0419,-7.65,3214467.41,-0.7745,0.00668
1248,4,0.0265,-0.0821,2.13,3921017.61,-0.171,0.00678
1249,2,0.1543,-0.0141,1.74,2894542.0,0.1068,0.00876
1250,4,-0.1462,0.0562,2.47,2208192.58,0.5092,0.00771
1251,3,0.1735,-0.0878,5.14,309090.27,0.4851,0.01538
1252,2,-0.0096,0.0782,-7.0,1919243.5,-0.6279,0.00896
1253,1,0.0594,-0.0064,1.26,731129.15,0.1352,0.01335
1254,2,-0.0366,0.0291,-0.14,441189.29,0.03,0.00865
1255,4,-0.0776,-0.0562,-3.47,1413357.72,-0.599,0.00619
1256,3,-0.0009,-0.0508,18.03,4960812.82,1.6342,0.01799
1257,2,0.0555,0.0571,11.84,1990798.62,1.4466,0.0141
1258,1,-0.0066,-0.0051,-16.47,4646537.64,-1.531,0.02088
1259,4,0.1884,-0.003,0.67,2818541.5,0.004,0.00837
1260,2,0.0756,0.0529,3.77,787534.67,0.5509,0.01182
1261,1,0.1503,0.0011,6.6,4233537.85,0.6256,0.00895
1262,3,0.0556,-0.07,-16.75,2702146.01,-1.6578,0.02033
1263,3,-0.0191,0.0179,7.14,1634968.16,0.5279,0.06636
1264,3,0.0613,-0.0848,-6.03,4173380.13,-0.7829,0.00718
1265,3,-0.0261,-0.0443,2.93,1164656.11,0.2696,0.00513
1266,4,0.0138,-0.0057,13.77,778302.78,0.5309,0.14532
1267,1,-0.0198,-0.0215,9.05,3049108.17,0.8978,0.00931
1268,4,-0.1601,-0.0118,-6.18,4229606.79,-0.7068,0.00751
1269,2,0.0955,0.0568,0.72,2554974.56,0.1922,0.00872
1270,4,0.0625,0.0062,2.35,1279553.13,0.2595,0.00758
1271,4,-0.084,0.0082,-17.38,1782599.63,-0.5892,0.18955
1272,2,0.1401,0.0801,-17.78,4819193.3,-1.5516,0.02014
1273,4,-0.123,-0.0265,2.16,4870566.33,0.1535,0.00652
1274,4,-0.1737,-0.0702,-11.09,1188144.48,-1.2007,0.02099
1275,2,-0.0233,0.0039,-6.64,670140.47,-0.7119,0.02112
1276,4,-0.0533,-0.0417,5.51,2561771.1,0.428,0.00821
1277,3,-0.1104,-0.014,1.81,278405.12,0.1876,0.0072
1278,3,0.0197,-0.0737,6.72,4755635.19,0.6851,0.00692
1279,4,0.0872,-0.062,-2.03,3285864.7,-0.5651,0.00459
1280,4,0.1678,-0.0733,-0.8,3641440.34,-0.43,0.00553
1281,4,-0.0748,0.0213,-13.28,2502413.16,-1.024,0.03464
1282,2,0.0057,0.0844,-19.72,680210.3,-1.3136,0.04477
1283,4,-0.0262,-0.0099,0.55,3615197.47,0.0204,0.00722
1284,4,-0.0226,-0.0758,5.4,304949.78,0.1776,0.01587
1285,2,-0.0326,0.0613,-18.43,1204369.11,-1.499,0.02302
1286,4,-0.0699,-0.0326,5.03,564869.64,0.4121,0.01119
1287,3,0.0026,-0.0478,6.36,3402433.06,0.6665,0.00659
1288,4,0.1196,0.0573,2.23,1796577.21,0.4881,0.00867
1289,2,0.0855,0.0784,0.38,1571321.85,0.2116,0.0099
1290,4,0.025,-0.0796,5.1,1037820.37,0.1418,0.0097
1291,1,-0.0254,-0.0345,-16.34,4773334.66,-1.9498,0.0151
1292,4,0.0759,-0.0851,-16.99,185117.17,-0.6239,0.16982
1293,3,-0.0731,-0.0602,7.96,2798938.21,0.8508,0.0067
1294,3,0.0434,-0.0291,-13.44,4593513.25,-1.4496,0.01391
1295,3,0.1394,-0.0222,1.72,3343363.9,0.1784,0.00684
1296,4,0.1724,0.0361,-4.88,164422.86,-0.4073,0.04511
1297,1,0.0562,-0.0279,4.16,4016542.96,0.3289,0.00952
1298,4,-0.0812,0.0755,16.89,310399.59,0.934,0.22863
1299,2,0.0688,0.0642,11.64,3418559.9,1.4786,0.0109
1300,2,0.1071,0.0703,16.2,4251849.86,0.6709,0.15662
1301,1,0.0052,-0.0139,-10.82,575272.58,-1.1786,0.019
1302,4,-0.1785,-0.0552,13.89,508467.73,0.3878,0.13869
1303,3,0.0772,-0.0889,-8.18,4753023.29,-1.038,0.00803
1304,4,-0.1638,-0.0121,4.84,4604947.68,0.5165,0.00643
1305,1,0.059,-0.0375,4.23,3083365.77,0.3027,0.01158
1306,2,0.0024,0.0171,-1.05,2545796.78,-0.0838,0.0065
1307,3,0.0011,-0.0342,-10.94,220665.81,-0.458,0.12395
1308,4,-0.1014,0.0788,-13.36,1980431.41,-0.476,0.13651
1309,3,-0.1303,-0.0689,17.0,240690.56,0.6417,0.14676
1310,4,-0.1424,-0.0256,8.6,971848.22,0.8467,0.02244
1311,4,-0.1068,0.0067,2.36,936888.84,0.3249,0.00776
1312,2,0.0741,0.0526,-1.86,1835069.82,-0.1118,0.00871
1313,4,-0.1674,0.0485,-4.23,1162219.68,-0.2642,0.03798
1314,2,-0.1693,0.0722,1.42,1375643.72,0.0746,0.05994
1315,4,-0.1538,0.0109,-6.92,1404149.15,-0.7221,0.00957
1316,3,-0.0139,-0.0531,5.55,3547337.63,0.5614,0.00581
1317,2,0.0632,0.063,-0.14,3973950.98,0.1195,0.00682
1318,3,-0.1581,-0.0778,-17.32,506360.8,-0.5472,0.22221
1319,3,-0.0301,-0.0749,15.67,1932433.42,1.4904,0.01546
1320,4,-0.0964,-0.0211,-7.28,530936.27,-0.8901,0.01305
1321,4,-0.0558,-0.0631,1.91,835869.83,-0.058,0.00801
1322,4,-0.1294,0.0646,3.59,4706246.64,0.6592,0.00589
1323,3,0.0087,-0.0773,-16.44,3132997.05,-1.4762,0.02791
1324,2,0.0788,-0.002,17.65,233110.31,0.569,0.18352
1325,4,-0.1665,-0.0171,9.67,846888.55,0.9427,0.02052
1326,2,-0.0144,0.0377,-1.14,206155.07,-0.066,0.01125
1327,4,-0.1067,0.0825,1.57,2645168.52,0.505,0.00673
1328,2,0.0411,0.0514,6.88,1037357.26,0.9429,0.01358
1329,2,-0.1765,-0.0057,-3.8,3536545.78,-0.3758,0.00785
1330,4,-0.1341,-0.0676,-10.13,938427.84,-1.1362,0.01907
1331,3,-0.106,-0.0093,9.02,2054267.87,0.688,0.05508
1332,2,-0.0453,0.0468,19.08,266647.45,0.5441,0.25595
1333,3,0.0216,-0.0213,-1.24,3365729.28,-0.1557,0.00499
1334,1,-0.0536,-0.0201,4.38,4970630.49,0.3501,0.00915
1335,4,-0.1498,0.0253,-17.78,4908396.26,-1.4034,0.03401
1336,4,-0.0564,0.0082,-2.2,1701870.08,-0.1889,0.00633
1337,1,0.0579,-0.0312,-5.72,2815323.18,-0.7633,0.00655
1338,4,-0.1862,-0.0204,-11.3,3356772.68,-1.2635,0.01378
1339,4,-0.0249,-0.0795,-0.07,4732919.28,-0.374,0.00666
1340,4,-0.1736,-0.0474,14.16,3218485.8,1.1535,0.02012
1341,3,0.1449,-0.0739,-13.38,1262870.25,-1.4222,0.02033
1342,2,0.0322,0.0176,-11.35,401344.28,-1.0334,0.02497
1343,4,-0.1136,-0.0562,-1.08,2262710.51,-0.3392,0.00654
1344,4,-0.112,0.0518,0.54,1473833.67,0.2851,0.00652
1345,3,-0.0456,-0.0758,-0.9,3196788.83,-0.1869,0.00666
1346,1,-0.0255,0.0039,4.27,779483.58,0.4683,0.00951
1347,2,0.1834,0.0472,18.74,336259.4,0.5941,0.1787
1348,2,-0.0265,0.0558,-12.57,1890058.96,-1.2654,0.01044
1349,1,-0.0045,-0.0167,-7.77,1867207.16,-0.9517,0.00905
1350,4,-0.068,0.0173,-0.64,1216722.76,0.0185,0.0066
1351,2,-0.1174,0.0855,-6.9,1254531.23,-0.566,0.00819
1352,3,0.108,-0.0737,1.19,3847472.65,0.0661,0.0067
1353,3,-0.0889,-0.028,0.51,289185.03,0.0269,0.00725
1354,3,0.1396,-0.0334,-19.52,175786.27,-0.5982,0.20362
1355,2,-0.1575,0.0215,-1.36,4746202.4,-0.0867,0.0074
1356,2,0.0445,0.0165,7.63,4679907.27,0.8773,0.00844
1357,4,0.1893,-0.029,-5.19,1766800.57,-0.6677,0.02866
1358,3,-0.0405,-0.0527,19.49,4614060.69,1.5883,0.02504
1359,2,-0.0721,0.0859,-4.54,3312237.15,-0.3114,0.00744
1360,2,-0.1996,0.0873,-11.57,3595144.49,-1.0231,0.01044
1361,3,-0.0986,-0.012,-14.76,1315034.39,-0.5303,0.17961
1362,1,0.0224,-0.0064,-11.31,3040370.81,-1.1762,0.01472
1363,2,0.1434,-0.0073,1.92,4058589.97,0.1582,0.00998
1364,3,0.1281,-0.0644,-8.89,2528934.32,-1.0781,0.01095
1365,3,-0.1572,-0.0695,-17.82,529062.53,-0.5656,0.22305
1366,4,-0.1339,-0.0563,9.02,2123912.69,0.7402,0.01447
1367,3,0.1031,-0.071,-8.65,3868043.01,-1.0477,0.01033
1368,2,-0.1486,0.0174,-16.13,869288.15,-0.5931,0.13662
1369,2,-0.0538,0.0608,-10.2,2799861.09,-1.0085,0.00734
1370,2,0.0039,0.0124,-16.43,2473845.9,-1.4247,0.02201
1371,3,-0.111,0.0284,-0.2,839795.45,-0.0038,0.00997
1372,3,-0.0081,0.0516,-10.19,335054.27,-0.5177,0.08533
1373,4,0.0579,-0.0554,-4.6,2529798.07,-0.6303,0.00864
1374,2,0.007,0.0199,1.04,289769.45,0.1729,0.00934
1375,4,-0.1475,0.0248,-17.58,3395247.82,-1.3743,0.03496
1376,3,-0.0349,-0.0801,13.75,2432506.53,1.3915,0.01255
1377,3,0.073,-0.0695,-3.87,2584888.85,-0.5005,0.00659
1378,4,-0.1232,-0.0548,-12.11,690595.63,-1.1423,0.02603
1379,4,-0.1912,0.0029,-0.73,3830142.42,-0.0428,0.00731
1380,3,0.1024,-0.0401,19.45,1309572.98,0.6025,0.21137
1381,2,0.1023,0.0879,-2.72,4317987.57,-0.1245,0.00873
1382,2,0.0022,0.0874,-12.27,2772144.03,-1.214,0.01033
1383,2,-0.0436,0.0729,-18.7,3156052.15,-1.5257,0.02095
1384,4,-0.1898,0.0182,5.94,1875524.03,0.7477,0.01002
1385,2,0.0583,0.0674,-7.3,2720548.44,-0.7022,0.00938
1386,4,-0.1582,-0.0748,-6.7,338103.0,-1.0623,0.01567
1387,2,0.036,0.0501,-3.33,1720107.97,-0.2765,0.00838
1388,2,0.0155,0.0449,-13.36,2319393.1,-1.3632,0.01259
1389,3,-0.1059,-0.0739,1.33,559230.1,0.0744,0.00931
1390,4,-0.0819,-0.048,6.51,720760.91,0.4892,0.01181
1391,1,0.0317,-0.0089,-6.09,4333108.56,-0.691,0.00852
1392,2,0.0778,0.0455,0.18,2614558.24,0.1068,0.00749
1393,1,0.0572,-0.0046,2.62,3006876.51,0.2805,0.00825
1394,2,-0.1217,0.0016,0.98,4393399.55,0.1222,0.01052
1395,2,-0.1976,-0.074,-11.47,2904098.78,-0.3445,0.1728
1396,2,-0.081,0.0261,-0.66,306782.68,-0.0331,0.01092
1397,2,0.0975,0.0328,-8.9,1491976.24,-0.9253,0.0117
1398,2,-0.0537,0.0497,-11.3,155754.14,-1.06,0.01794
1399,3,0.0466,0.0008,-2.03,1150072.77,-0.1985,0.00724
1400,4,-0.1213,-0.0649,-6.59,3921437.36,-0.9394,0.00982
1401,3,0.1834,-0.0575,-10.67,4220518.8,-1.2235,0.01172
1402,2,0.1038,0.0097,-1.42,1977127.17,-0.1598,0.00985
1403,3,0.0051,0.0085,1.19,954613.73,0.1253,0.00773
1404,4,0.0671,0.0564,6.01,770985.77,0.8716,0.0117
1405,4,-0.1947,-0.0612,6.73,4796360.37,0.5529,0.00812
1406,4,0.0265,0.0077,-4.47,4569294.4,-0.4524,0.00599
1407,2,-0.0034,0.0085,-6.03,2220870.46,-0.6606,0.00808
1408,3,0.1373,-0.0681,-1.18,2633341.66,-0.1914,0.0062
1409,4,0.096,-0.0242,4.73,4992228.57,0.3625,0.00682
1410,4,0.084,-0.0473,3.51,869875.8,0.0923,0.00891
1411,3,0.1398,-0.0875,-10.0,3544054.7,-1.2421,0.00882
1412,4,0.0743,-0.0511,0.62,4066780.53,-0.1741,0.00875
1413,4,0.0568,0.0513,-3.5,2421030.47,-0.1563,0.01086
1414,3,-0.0453,-0.0103,-6.23,3845430.61,-0.5434,0.04395
1415,4,-0.1886,-0.0625,6.85,2465956.97,0.5446,0.00905
1416,4,0.0013,-0.0664,-1.73,2636005.67,-0.5009,0.00543
1417,3,0.0454,-0.0602,3.2,4154126.32,0.3038,0.00672
1418,2,-0.1693,0.0834,-11.47,3293914.98,-1.0349,0.01041
1419,2,0.0925,0.0807,-14.48,242648.81,-0.3711,0.12856
1420,4,-0.0684,-0.0898,-10.45,160677.51,-0.931,0.0375
1421,4,-0.0904,0.0101,-4.8,4589526.58,-0.4656,0.0059
1422,4,-0.1725,-0.0073,7.91,803345.73,0.8323,0.01736
1423,3,-0.0371,-0.0866,6.93,4662728.09,0.6944,0.00733
1424,4,-0.1881,0.0133,-8.8,3226776.88,-0.8928,0.0098
1425,4,0.1415,0.0147,5.87,2891637.57,0.6567,0.00777
1426,2,-0.0289,0.03,-0.64,3908952.11,-0.0069,0.00625
1427,3,0.0749,-0.0256,-2.86,3077565.6,-0.3391,0.00601
1428,2,-0.025,0.0426,4.91,2215896.97,0.6546,0.00882
1429,3,0.1413,-0.0866,18.61,3742453.69,1.4826,0.02754
1430,4,0.1074,0.0148,7.93,3061110.6,0.7565,0.04107
1431,4,-0.1734,-0.0366,-0.18,3129442.35,-0.1441,0.00749
1432,3,0.0895,0.0005,-1.52,2197097.88,-0.1676,0.00668
1433,4,-0.1715,-0.0551,18.41,3419168.42,0.8533,0.07106
1434,4,0.1088,0.0481,-1.92,154164.36,-0.0956,0.0155
1435,1,0.135,-0.0314,-9.0,3075201.33,-1.0313,0.05207
1436,3,0.0223,-0.0442,-2.1,454979.89,-0.2955,0.00926
1437,2,0.0978,0.0632,10.56,651641.54,1.2875,0.01859
1438,3,0.162,-0.0548,5.54,4548450.25,0.5818,0.00837
1439,4,0.0975,0.0664,-3.86,495046.72,-0.155,0.01522
1440,4,-0.1341,-0.0337,8.7,3297898.99,0.8436,0.01063
1441,3,-0.0412,-0.023,2.87,1620827.09,0.2763,0.00567
1442,2,-0.0209,0.0411,-13.75,4922472.93,-1.398,0.01192
1443,4,-0.0957,0.0421,-13.38,3360395.31,-1.185,0.02611
1444,3,0.1017,-0.0824,-4.15,3031643.48,-0.5504,0.00643
1445,4,-0.1536,0.0536,5.04,481024.2,0.7539,0.02407
1446,2,-0.183,0.0366,-1.34,152910.73,-0.175,0.01014
1447,4,-0.169,0.0122,-6.05,2340241.09,-0.6033,0.00775
1448,4,0.1448,0.0625,-5.53,523833.45,-0.3729,0.05895
1449,4,-0.0655,-0.0675,5.57,1618446.18,0.3178,0.00947
1450,2,0.0461,0.0615,-5.16,4217038.38,-0.4669,0.00803
1451,4,0.1149,-0.0216,-6.03,1638300.73,-0.7082,0.03282
1452,4,-0.0575,0.0366,-10.29,181691.87,-0.4312,0.10866
1453,4,-0.1432,-0.013,8.11,3852776.36,0.8751,0.0092
1454,2,-0.0051,0.0105,9.86,1635390.52,0.9394,0.03282
1455,4,0.1873,-0.0411,7.69,1618039.98,0.44,0.00955
1456,4,-0.0516,-0.0532,0.81,2084012.82,-0.1424,0.00708
1457,3,-0.0239,-0.0393,4.09,2805589.25,0.4064,0.00517
1458,4,-0.0395,0.0505,0.39,626869.49,0.2668,0.00719
1459,3,-0.059,-0.0799,-3.93,2147881.59,-0.5244,0.00817
1460,4,0.1665,-0.0144,-1.91,574493.31,-0.3456,0.00586
1461,3,0.0933,-0.0603,0.15,2316240.41,-0.0378,0.00687
1462,3,-0.1448,-0.0367,1.79,3599763.88,0.1555,0.00596
1463,4,-0.1863,-0.0101,5.7,4096115.51,0.631,0.00701
1464,2,0.0003,0.0593,-9.88,1726785.66,-0.9899,0.00891
1465,3,0.0501,0.0026,0.19,1974458.06,0.0334,0.00479
1466,3,0.1435,-0.0777,-11.52,3415794.25,-1.3373,0.01335
1467,4,-0.1006,0.0626,-13.8,1575773.88,-0.4787,0.14435
1468,4,0.0,-0.0878,-5.23,4012359.69,-0.8308,0.00586
1469,4,-0.1835,0.045,-5.44,173564.36,-0.3429,0.07349
1470,4,-0.0574,-0.0532,2.27,2941752.73,0.0247,0.00711
1471,1,-0.0496,-0.0018,-0.91,555679.2,-0.1403,0.00752
1472,4,0.0505,0.018,-13.29,479795.48,-0.504,0.14475
1473,2,-0.021,0.0579,17.0,1965678.78,0.6274,0.19666
1474,4,0.0643,-0.0652,0.99,1847004.04,-0.2355,0.00748
1475,2,-0.0458,0.0289,-6.88,993897.18,-0.7391,0.00734
1476,4,-0.106,0.0498,-15.86,1818985.68,-0.5443,0.16311
1477,2,-0.131,-0.0088,4.72,3142790.41,0.4559,0.03543
1478,3,0.1884,-0.0852,2.0,3657704.2,0.1511,0.00789
1479,2,-0.0475,0.0219,-15.81,415975.16,-0.6541,0.11303
1480,4,-0.0955,-0.0316,3.21,1654383.23,0.2322,0.00758
1481,1,0.1063,0.0568,0.53,1320769.99,-0.2575,0.10096
1482,2,-0.0827,0.0766,-12.02,770051.07,-1.0877,0.01382
1483,4,0.1564,-0.0487,-11.93,169655.55,-0.5735,0.10997
1484,3,0.0312,-0.0685,-2.81,1482315.81,-0.3777,0.00735
1485,2,-0.0166,0.0703,-2.99,1221277.29,-0.179,0.0089
1486,2,-0.0264,0.0252,-4.13,3778835.78,-0.4074,0.00717
1487,4,-0.1277,-0.0323,5.04,1364194.96,0.4305,0.00898
1488,3,0.1215,-0.0251,19.35,3342444.97,0.5489,0.20976
1489,2,0.1135,0.0632,6.48,2861835.78,0.8635,0.01272
1490,2,-0.0061,0.057,-19.18,1071106.03,-1.4432,0.03224
1491,4,-0.0964,-0.0381,-4.34,2926305.51,-0.6222,0.00543
1492,1,0.0093,0.0087,0.95,1164325.2,0.1358,0.00719
1493,4,0.0855,-0.0276,6.14,1667394.46,0.4726,0.00884
1494,3,-0.0404,-0.0714,-11.24,2316109.1,-1.1351,0.02757
1495,3,-0.1075,-0.0659,4.43,2982395.75,0.4229,0.00693
1496,3,0.001,-0.0862,-3.03,2228686.6,-0.4347,0.00746
1497,2,-0.1175,0.0892,-10.35,3516185.41,-0.9286,0.01044
1498,3,0.043,-0.0796,8.36,3875650.54,0.8663,0.00745
1499,2,-0.1855,0.0065,-4.35,3315905.88,-0.4179,0.00798
1500,3,0.0158,-0.0853,-5.44,1660142.02,-0.7173,0.01244
1501,4,-0.1081,-0.0005,3.38,2236076.46,0.3873,0.00662
1502,4,0.1338,-0.0725,-8.2,3472309.95,-0.9696,0.04463
1503,4,-0.1123,-0.0757,-15.37,310271.32,-0.9235,0.08314
1504,4,0.0068,0.0266,0.48,4381932.0,0.1677,0.00742
1505,3,-0.0415,-0.0751,7.13,650453.97,0.7421,0.00896
1506,3,-0.06,-0.0688,4.75,267506.38,0.5196,0.00918
1507,2,-0.1396,0.0607,-15.46,4644895.32,-1.4376,0.01236
1508,2,0.1593,0.0454,-4.11,1736570.49,-0.4008,0.01264
1509,4,-0.0558,-0.0584,6.3,593804.1,0.3919,0.01267
1510,3,-0.0008,-0.0312,13.66,3750648.62,1.4084,0.01351
1511,2,-0.0321,0.0238,-7.47,4866335.89,-0.7764,0.00654
1512,3,0.0389,-0.0682,-5.49,471382.65,-0.7525,0.01437
1513,4,-0.1724,-0.0371,-9.18,3797862.09,-1.1284,0.01143
1514,2,-0.111,0.0563,-17.85,3486573.82,-1.4541,0.01939
1515,4,-0.165,-0.0818,11.65,4880770.52,0.9457,0.01158
1516,4,0.0116,-0.0595,0.21,410667.73,-0.2398,0.00783
1517,3,0.0176,-0.0466,7.85,1296875.33,0.8529,0.0099
1518,4,0.025,-0.0698,2.01,926822.35,-0.1223,0.0079
1519,4,-0.1877,-0.0009,-0.41,1260064.23,-0.0163,0.00647
1520,3,0.1485,-0.0242,3.04,4825938.84,0.3265,0.00721
1521,4,0.1945,0.046,-1.69,4415795.44,0.0077,0.00715
1522,1,0.0088,-0.0379,-0.34,4222416.75,-0.2155,0.00655
1523,4,-0.1521,-0.0163,6.68,4295085.03,0.7085,0.00755
1524,2,0.0122,0.0421,13.46,1373207.94,1.4472,0.02099
1525,3,-0.0007,-0.0063,5.44,4879897.67,0.5867,0.00662
1526,3,-0.187,-0.0621,4.59,536424.23,0.4885,0.00961
1527,2,0.0402,0.0317,6.53,1863620.61,0.8251,0.00868
1528,4,-0.1584,-0.0353,6.42,4108639.53,0.602,0.00767
1529,3,0.0939,-0.0705,2.88,3544539.25,0.2578,0.00797
1530,3,0.0003,-0.022,-9.46,1816947.71,-1.0622,0.01336
1531,4,-0.0085,0.0425,4.05,717906.09,0.614,0.01015
1532,4,-0.1872,-0.03,-5.89,824956.25,-0.7867,0.0105
1533,4,0.162,-0.0362,10.72,487031.2,0.3602,0.07741
1534,4,-0.0776,0.0175,-0.22,351060.92,0.1163,0.00606
1535,3,-0.1203,-0.04,-2.73,226026.6,-0.4389,0.03518
1536,3,-0.1267,-0.0542,6.2,3750336.32,0.611,0.00747
1537,2,0.1188,0.0777,-0.42,3164948.65,0.0713,0.0226
1538,2,-0.1042,0.0199,-15.79,1395930.87,-0.5717,0.14375
1539,3,-0.0647,-0.0574,8.48,2599041.18,0.9132,0.00751
1540,3,0.0951,-0.0803,2.48,4263852.05,0.2028,0.00746
1541,4,-0.1996,-0.0254,-0.78,199518.56,-0.2054,0.01161
1542,4,-0.1064,0.0673,-6.21,847045.36,-0.3676,0.07865
1543,4,-0.1042,0.0888,6.02,3113456.85,1.0003,0.00858
1544,2,0.06,0.0374,8.83,4915641.25,1.0704,0.00994
1545,4,-0.101,0.048,12.09,368439.4,0.7404,0.12097
1546,2,-0.0828,0.0221,-1.03,1174657.59,-0.0642,0.00742
1547,4,-0.1531,-0.0234,1.36,3813917.8,0.0829,0.00662
1548,4,-0.1096,-0.0875,-6.89,1240890.2,-0.9955,0.01343
1549,4,-0.0061,-0.0739,-2.96,677441.05,-0.6577,0.00779
1550,3,-0.0088,0.0288,-3.06,638758.16,-0.3048,0.00566
